LocalClinicalCodeValue,ReadCodeValue,hb_extract,SampleName,ArithmeticComparator,Interpretation,QuantityUnit,RangeHighValue,RangeLowValue,RecordCount,QVAverage,QVStandardDev
CHOL,44P..,T,Serum,NULL,5.39 mmol/L (up to 5.00 ),NULL,NULL,NULL,14,5.39,6.61254163056885E-08
CHOL,44P..,T,Serum,NULL,5.40 mmol/L (up to 5.00 ),NULL,NULL,NULL,33,5.4,0
CHOL,44P..,T,Serum,NULL,5.41 mmol/L (up to 5.00 ),NULL,NULL,NULL,20,5.41,1.5470640290333E-07
CHOL,44P..,T,Serum,NULL,5.42 mmol/L (up to 5.00 ),NULL,NULL,NULL,20,5.42,0
CHOL,44P..,T,Serum,NULL,5.43 mmol/L (up to 5.00 ),NULL,NULL,NULL,26,5.43,0
CHOL,44P..,T,Serum,NULL,5.50 mmol/L (up to 5.00 ),NULL,NULL,NULL,19,5.5,0
CHOL,44P..,T,Serum,NULL,5.54 mmol/L (up to 5.00 ),NULL,NULL,NULL,11,5.54,0
CHOL,44P..,T,Serum,NULL,5.56 mmol/L (up to 5.00 ),NULL,NULL,NULL,22,5.56,0
CHOL,44P..,T,Serum,NULL,5.58 mmol/L (up to 5.00 ),NULL,NULL,NULL,16,5.58,6.15594124191191E-08
CHOL,44P..,T,Serum,NULL,5.59 mmol/L (up to 5.00 ),NULL,NULL,NULL,18,5.59,0
CHOL,44P..,T,Serum,NULL,5.60 mmol/L (up to 5.00 ),NULL,NULL,NULL,19,5.6,1.58945719401042E-07
CHOL,44P..,T,Serum,NULL,5.61 mmol/L (up to 5.00 ),NULL,NULL,NULL,20,5.61,0
CHOL,44P..,T,Serum,NULL,5.64 mmol/L (up to 5.00 ),NULL,NULL,NULL,14,5.64,0
CHOL,44P..,T,Serum,NULL,5.65 mmol/L (up to 5.00 ),NULL,NULL,NULL,16,5.65,0
CHOL,44P..,T,Serum,NULL,5.66 mmol/L (up to 5.00 ),NULL,NULL,NULL,26,5.66,2.02304872852291E-07
CHOL,44P..,T,Serum,NULL,5.67 mmol/L (up to 5.00 ),NULL,NULL,NULL,22,5.67,7.35775708971462E-08
CHOL,44P..,T,Serum,NULL,5.68 mmol/L (up to 5.00 ),NULL,NULL,NULL,19,5.68,0
CHOL,44P..,T,Serum,NULL,5.71 mmol/L (up to 5.00 ),NULL,NULL,NULL,14,5.71,1.74951406885467E-07
CHOL,44P..,T,Serum,NULL,5.72 mmol/L (up to 5.00 ),NULL,NULL,NULL,14,5.72,0
CHOL,44P..,T,Serum,NULL,5.74 mmol/L (up to 5.00 ),NULL,NULL,NULL,21,5.74,1.30587233902256E-07
CHOL,44P..,T,Serum,NULL,5.75 mmol/L (up to 5.00 ),NULL,NULL,NULL,19,5.75,0
CHOL,44P..,T,Serum,NULL,5.77 mmol/L (up to 5.00 ),NULL,NULL,NULL,21,5.77,1.84678237257357E-07
CHOL,44P..,T,Serum,NULL,5.79 mmol/L (up to 5.00 ),NULL,NULL,NULL,17,5.79,0
CHOL,44P..,T,Serum,NULL,5.80 mmol/L (up to 5.00 ),NULL,NULL,NULL,20,5.8,1.33979675042395E-07
CHOL,44P..,T,Serum,NULL,5.87 mmol/L (up to 5.00 ),NULL,NULL,NULL,22,5.87,0
CHOL,44P..,T,Serum,NULL,5.90 mmol/L (up to 5.00 ),NULL,NULL,NULL,15,5.9,0
CHOL,44P..,T,Serum,NULL,5.91 mmol/L (up to 5.00 ),NULL,NULL,NULL,21,5.91,7.53945746461959E-08
CHOL,44P..,T,Serum,NULL,5.94 mmol/L (up to 5.00 ),NULL,NULL,NULL,14,5.94,1.14532580713096E-07
CHOL,44P..,T,Serum,NULL,5.95 mmol/L (up to 5.00 ),NULL,NULL,NULL,13,5.95,0
CHOL,44P..,T,Serum,NULL,5.96 mmol/L (up to 5.00 ),NULL,NULL,NULL,20,5.96,1.89475873527295E-07
CHOL,44P..,T,Serum,NULL,5.97 mmol/L (up to 5.00 ),NULL,NULL,NULL,14,5.97,0
CHOL,44P..,T,Serum,NULL,6.00 mmol/L (up to 5.00 ),NULL,NULL,NULL,19,6,0
CHOL,44P..,T,Serum,NULL,6.01 mmol/L (up to 5.00 ),NULL,NULL,NULL,21,6.01,0
CHOL,44P..,T,Serum,NULL,6.02 mmol/L (up to 5.00 ),NULL,NULL,NULL,19,6.02,2.10265422746705E-07
CHOL,44P..,T,Serum,NULL,6.03 mmol/L (up to 5.00 ),NULL,NULL,NULL,17,6.03,8.42936970217881E-08
CHOL,44P..,T,Serum,NULL,6.10 mmol/L (up to 5.00 ),NULL,NULL,NULL,16,6.1,8.7058155934837E-08
CHOL,44P..,T,Serum,NULL,6.11 mmol/L (up to 5.00 ),NULL,NULL,NULL,11,6.11,0
CHOL,44P..,T,Serum,NULL,6.12 mmol/L (up to 5.00 ),NULL,NULL,NULL,11,6.12,1.30587233902256E-07
CHOL,44P..,T,Serum,NULL,6.14 mmol/L (up to 5.00 ),NULL,NULL,NULL,18,6.14,8.17768979752106E-08
CHOL,44P..,T,Serum,NULL,6.15 mmol/L (up to 5.00 ),NULL,NULL,NULL,12,6.15,0
CHOL,44P..,T,Serum,NULL,6.16 mmol/L (up to 5.00 ),NULL,NULL,NULL,20,6.16,1.72967016723159E-07
CHOL,44P..,T,Serum,NULL,6.17 mmol/L (up to 5.00 ),NULL,NULL,NULL,14,6.17,0
CHOL,44P..,T,Serum,NULL,6.19 mmol/L (up to 5.00 ),NULL,NULL,NULL,14,6.19,1.61973528978052E-07
CHOL,44P..,T,Serum,NULL,6.21 mmol/L (up to 5.00 ),NULL,NULL,NULL,10,6.21,0
CHOL,44P..,T,Serum,NULL,6.24 mmol/L (up to 5.00 ),NULL,NULL,NULL,11,6.24,0
CHOL,44P..,T,Serum,NULL,6.25 mmol/L (up to 5.00 ),NULL,NULL,NULL,16,6.25,0
CHOL,44P..,T,Serum,NULL,6.26 mmol/L (up to 5.00 ),NULL,NULL,NULL,15,6.26,0
CHOL,44P..,T,Serum,NULL,6.27 mmol/L (up to 5.00 ),NULL,NULL,NULL,14,6.27,1.61973528978052E-07
CHOL,44P..,T,Serum,NULL,6.29 mmol/L (up to 5.00 ),NULL,NULL,NULL,19,6.29,0
CHOL,44P..,T,Serum,NULL,6.30 mmol/L (up to 5.00 ),NULL,NULL,NULL,13,6.3,1.68587394043576E-07
CHOL,44P..,T,Serum,NULL,6.31 mmol/L (up to 5.00 ),NULL,NULL,NULL,10,6.31,0
CHOL,44P..,T,Serum,NULL,6.32 mmol/L (up to 5.00 ),NULL,NULL,NULL,8,6.32,9.01137526057308E-08
CHOL,44P..,T,Serum,NULL,6.34 mmol/L (up to 5.00 ),NULL,NULL,NULL,14,6.34,0
CHOL,44P..,T,Serum,NULL,6.35 mmol/L (up to 5.00 ),NULL,NULL,NULL,15,6.35,9.01137526057308E-08
CHOL,44P..,T,Serum,NULL,6.36 mmol/L (up to 5.00 ),NULL,NULL,NULL,8,6.36,0
CHOL,44P..,T,Serum,NULL,6.37 mmol/L (up to 5.00 ),NULL,NULL,NULL,13,6.37,0
CHOL,44P..,T,Serum,NULL,6.40 mmol/L (up to 5.00 ),NULL,NULL,NULL,21,6.4,7.53945746461959E-08
CHOL,44P..,T,Serum,NULL,6.41 mmol/L (up to 5.00 ),NULL,NULL,NULL,13,6.41,1.68587394043576E-07
CHOL,44P..,T,Serum,NULL,6.42 mmol/L (up to 5.00 ),NULL,NULL,NULL,21,6.42,1.30587233902256E-07
CHOL,44P..,T,Serum,NULL,6.43 mmol/L (up to 5.00 ),NULL,NULL,NULL,14,6.43,0
CHOL,44P..,T,Serum,NULL,6.44 mmol/L (up to 5.00 ),NULL,NULL,NULL,9,6.44,1.46000965999554E-07
CHOL,44P..,T,Serum,NULL,6.47 mmol/L (up to 5.00 ),NULL,NULL,NULL,12,6.47,0
CHOL,44P..,T,Serum,NULL,6.48 mmol/L (up to 5.00 ),NULL,NULL,NULL,6,6.48,0
CHOL,44P..,T,Serum,NULL,6.49 mmol/L (up to 5.00 ),NULL,NULL,NULL,10,6.49,0
CHOL,44P..,T,Serum,NULL,6.51 mmol/L (up to 5.00 ),NULL,NULL,NULL,9,6.51,1.19209289550781E-07
CHOL,44P..,T,Serum,NULL,6.52 mmol/L (up to 5.00 ),NULL,NULL,NULL,12,6.52,1.90192230991713E-07
CHOL,44P..,T,Serum,NULL,6.53 mmol/L (up to 5.00 ),NULL,NULL,NULL,11,6.53,0
CHOL,44P..,T,Serum,NULL,6.55 mmol/L (up to 5.00 ),NULL,NULL,NULL,6,6.55,0
CHOL,44P..,T,Serum,NULL,6.56 mmol/L (up to 5.00 ),NULL,NULL,NULL,8,6.56,0
CHOL,44P..,T,Serum,NULL,6.57 mmol/L (up to 5.00 ),NULL,NULL,NULL,11,6.57,0
CHOL,44P..,T,Serum,NULL,6.58 mmol/L (up to 5.00 ),NULL,NULL,NULL,10,6.58,7.94728597005208E-08
CHOL,44P..,T,Serum,NULL,6.60 mmol/L (up to 5.00 ),NULL,NULL,NULL,12,6.6,0
CHOL,44P..,T,Serum,NULL,6.62 mmol/L (up to 5.00 ),NULL,NULL,NULL,13,6.62,9.73339773330362E-08
CHOL,44P..,T,Serum,NULL,6.63 mmol/L (up to 5.00 ),NULL,NULL,NULL,6,6.63,0
CHOL,44P..,T,Serum,NULL,6.65 mmol/L (up to 5.00 ),NULL,NULL,NULL,12,6.65,0
CHOL,44P..,T,Serum,NULL,6.66 mmol/L (up to 5.00 ),NULL,NULL,NULL,14,6.66,1.32250832611377E-07
CHOL,44P..,T,Serum,NULL,6.68 mmol/L (up to 5.00 ),NULL,NULL,NULL,9,6.68,0
CHOL,44P..,T,Serum,NULL,6.69 mmol/L (up to 5.00 ),NULL,NULL,NULL,11,6.69,1.30587233902256E-07
CHOL,44P..,T,Serum,NULL,6.72 mmol/L (up to 5.00 ),NULL,NULL,NULL,10,6.72,0
CHOL,44P..,T,Serum,NULL,6.79 mmol/L (up to 5.00 ),NULL,NULL,NULL,8,6.79,9.01137526057308E-08
CHOL,44P..,T,Serum,NULL,6.81 mmol/L (up to 5.00 ),NULL,NULL,NULL,12,6.81,0
CHOL,44P..,T,Serum,NULL,6.83 mmol/L (up to 5.00 ),NULL,NULL,NULL,10,6.83,1.12391596029051E-07
CHOL,44P..,T,Serum,NULL,6.88 mmol/L (up to 5.00 ),NULL,NULL,NULL,10,6.88,0
CHOL,44P..,T,Serum,NULL,6.90 mmol/L (up to 5.00 ),NULL,NULL,NULL,13,6.9,0
CHOL,44P..,T,Serum,NULL,6.91 mmol/L (up to 5.00 ),NULL,NULL,NULL,7,6.91,1.68587394043576E-07
CHOL,44P..,T,Serum,NULL,7.00 mmol/L (up to 5.00 ),NULL,NULL,NULL,8,7,0
CHOL,44P..,T,Serum,NULL,7.05 mmol/L (up to 5.00 ),NULL,NULL,NULL,6,7.05,0
CHOL,44P..,T,Serum,NULL,7.08 mmol/L (up to 5.00 ),NULL,NULL,NULL,6,7.08,1.06624029994001E-07
CHOL,44P..,T,Serum,NULL,7.09 mmol/L (up to 5.00 ),NULL,NULL,NULL,9,7.09,0
CHOL,44P..,T,Serum,NULL,7.23 mmol/L (up to 5.00 ),NULL,NULL,NULL,6,7.23,0
CHOL,44P..,T,Serum,NULL,7.28 mmol/L (up to 5.00 ),NULL,NULL,NULL,8,7.28,0
CHOL,44P..,T,Serum,NULL,7.30 mmol/L (up to 5.00 ),NULL,NULL,NULL,6,7.3,1.06624029994001E-07
CHOL,44P..,T,Serum,NULL,7.37 mmol/L (up to 5.00 ),NULL,NULL,NULL,7,7.37,1.68587394043576E-07
CHOL,44P..,T,Serum,NULL,7.45 mmol/L (up to 5.00 ),NULL,NULL,NULL,7,7.45,0
CHOL,44P..,T,Serum,NULL,7.58 mmol/L (up to 5.00 ),NULL,NULL,NULL,6,7.58,1.50789149292392E-07
CHOL,44P..,T,Serum,NULL,INS,NULL,NULL,NULL,42,NULL,NULL
CHOL,44P..,T,Serum,NULL,NR,NULL,NULL,NULL,15,NULL,NULL
CHOL   *  ,44P..,T,Serum,NULL,NULL,NULL,NULL,NULL,13736,6.2880227140361,1.53060531784578
CHOLEST   ,44P..,T,Serum,NULL,NULL,NULL,NULL,NULL,6645,5.73563280662154,1.35126186170975
CHR,44PF.,T,Blood,NULL,*** SPECIMEN UNLABELLED ***,NULL,NULL,NULL,8,NULL,NULL
CHR,44PF.,T,Blood,NULL,NO SAMPLE RECEIVED.,NULL,NULL,NULL,201,NULL,NULL
CHR,44PF.,T,Blood,NULL,NO SST (GOLD TOP) SAMPLE RECEIVED,NULL,NULL,NULL,56,NULL,NULL
CHR,44PF.,T,Serum,NULL,1.2 ( see SIGN Guidelin_e 40 )_,NULL,NULL,NULL,11,NULL,NULL
CHR,44PF.,T,Serum,NULL,1.4 ( see SIGN Guidelin_e 40 )_,NULL,NULL,NULL,67,NULL,NULL
CHR,44PF.,T,Serum,NULL,1.5 ( see SIGN Guidelin_e 40 )_,NULL,NULL,NULL,157,NULL,NULL
CHR,44PF.,T,Serum,NULL,1.72 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,8,NULL,NULL
CHR,44PF.,T,Serum,NULL,1.73 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,7,NULL,NULL
CHR,44PF.,T,Serum,NULL,1.77 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,6,NULL,NULL
CHR,44PF.,T,Serum,NULL,1.79 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,9,NULL,NULL
CHR,44PF.,T,Serum,NULL,1.80 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,17,NULL,NULL
CHR,44PF.,T,Serum,NULL,1.81 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,7,NULL,NULL
CHR,44PF.,T,Serum,NULL,1.82 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,9,NULL,NULL
CHR,44PF.,T,Serum,NULL,1.83 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,7,NULL,NULL
CHR,44PF.,T,Serum,NULL,1.84 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,13,NULL,NULL
CHR,44PF.,T,Serum,NULL,1.84 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,8,NULL,NULL
CHR,44PF.,T,Serum,NULL,1.85 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,10,NULL,NULL
CHR,44PF.,T,Serum,NULL,1.86 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,7,NULL,NULL
CHR,44PF.,T,Serum,NULL,1.88 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,7,NULL,NULL
CHR,44PF.,T,Serum,NULL,1.89 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,19,NULL,NULL
CHR,44PF.,T,Serum,NULL,1.90 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,18,NULL,NULL
CHR,44PF.,T,Serum,NULL,1.91 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,20,NULL,NULL
CHR,44PF.,T,Serum,NULL,1.92 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,18,NULL,NULL
CHR,44PF.,T,Serum,NULL,1.92 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,6,NULL,NULL
CHR,44PF.,T,Serum,NULL,1.93 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,21,NULL,NULL
CHR,44PF.,T,Serum,NULL,1.93 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,7,NULL,NULL
CHR,44PF.,T,Serum,NULL,1.95 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,11,NULL,NULL
CHR,44PF.,T,Serum,NULL,1.96 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,10,NULL,NULL
CHR,44PF.,T,Serum,NULL,1.97 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,20,NULL,NULL
CHR,44PF.,T,Serum,NULL,1.97 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,11,NULL,NULL
CHR,44PF.,T,Serum,NULL,1.99 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,26,NULL,NULL
CHR,44PF.,T,Serum,NULL,10.3 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,8,NULL,NULL
CHR,44PF.,T,Serum,NULL,2 ( see SIGN Guideline_40 )_,NULL,NULL,NULL,1133,2,0
CHR,44PF.,T,Serum,NULL,2.00 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,17,2,0
CHR,44PF.,T,Serum,NULL,2.01 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,20,2.01,4.73689683818237E-08
CHR,44PF.,T,Serum,NULL,2.02 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,10,2.02,0
CHR,44PF.,T,Serum,NULL,2.03 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,22,2.03,0
CHR,44PF.,T,Serum,NULL,2.03 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,6,2.03,0
CHR,44PF.,T,Serum,NULL,2.04 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,21,2.04,2.66560074985002E-08
CHR,44PF.,T,Serum,NULL,2.04 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,12,2.04,5.08310118569399E-08
CHR,44PF.,T,Serum,NULL,2.05 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,30,2.05,7.34188273014354E-08
CHR,44PF.,T,Serum,NULL,2.06 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,31,2.06,0
CHR,44PF.,T,Serum,NULL,2.07 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,24,2.07,0
CHR,44PF.,T,Serum,NULL,2.07 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,14,2.07,0
CHR,44PF.,T,Serum,NULL,2.08 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,18,2.08,7.08208710892206E-08
CHR,44PF.,T,Serum,NULL,2.08 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,10,2.08,3.97364298502604E-08
CHR,44PF.,T,Serum,NULL,2.09 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,23,2.09,0
CHR,44PF.,T,Serum,NULL,2.09 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,11,2.09,0
CHR,44PF.,T,Serum,NULL,2.10 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,15,2.1,0
CHR,44PF.,T,Serum,NULL,2.11 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,12,2.11,4.4020947568178E-08
CHR,44PF.,T,Serum,NULL,2.12 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,30,2.12,6.26117862986195E-08
CHR,44PF.,T,Serum,NULL,2.15 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,38,2.15,0
CHR,44PF.,T,Serum,NULL,2.16 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,13,2.16,0
CHR,44PF.,T,Serum,NULL,2.17 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,10,2.17,0
CHR,44PF.,T,Serum,NULL,2.2 ( see SIGN Guidelin_e 40 )_,NULL,NULL,NULL,1608,2.19999999999994,5.93794501403503E-07
CHR,44PF.,T,Serum,NULL,2.20 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,20,2.2,0
CHR,44PF.,T,Serum,NULL,2.24 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,31,2.24,0
CHR,44PF.,T,Serum,NULL,2.24 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,25,2.24,0
CHR,44PF.,T,Serum,NULL,2.25 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,40,2.25,0
CHR,44PF.,T,Serum,NULL,2.28 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,33,2.28,0
CHR,44PF.,T,Serum,NULL,2.30 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,32,2.3,4.28212409083307E-08
CHR,44PF.,T,Serum,NULL,2.32 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,45,2.32,8.80418951363559E-08
CHR,44PF.,T,Serum,NULL,2.33 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,35,2.33,7.64952835941014E-08
CHR,44PF.,T,Serum,NULL,2.33 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,29,2.33,7.8040798986909E-08
CHR,44PF.,T,Serum,NULL,2.36 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,54,2.36,0
CHR,44PF.,T,Serum,NULL,2.37 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,16,2.37,0
CHR,44PF.,T,Serum,NULL,2.38 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,50,2.38,9.01137526057308E-08
CHR,44PF.,T,Serum,NULL,2.38 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,37,2.38,6.28288122051632E-08
CHR,44PF.,T,Serum,NULL,2.39 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,34,2.39,0
CHR,44PF.,T,Serum,NULL,2.4 ( see SIGN Guidelin_e 40 )_,NULL,NULL,NULL,2042,2.39999999999999,4.55692145228575E-07
CHR,44PF.,T,Serum,NULL,2.40 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,58,2.4,0
CHR,44PF.,T,Serum,NULL,2.40 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,25,2.4,7.69492655238989E-08
CHR,44PF.,T,Serum,NULL,2.41 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,31,2.41,8.14354480581252E-08
CHR,44PF.,T,Serum,NULL,2.43 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,60,2.43,0
CHR,44PF.,T,Serum,NULL,2.43 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,34,2.43,0
CHR,44PF.,T,Serum,NULL,2.44 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,42,2.44,5.26578550695641E-08
CHR,44PF.,T,Serum,NULL,2.45 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,49,2.45,0
CHR,44PF.,T,Serum,NULL,2.45 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,27,2.45,0
CHR,44PF.,T,Serum,NULL,2.48 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,40,2.48,0
CHR,44PF.,T,Serum,NULL,2.49 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,65,2.49,5.96046447753906E-08
CHR,44PF.,T,Serum,NULL,2.5 ( see SIGN Guidelin_e 40 )_,NULL,NULL,NULL,2279,2.5,0
CHR,44PF.,T,Serum,NULL,2.50 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,65,2.5,0
CHR,44PF.,T,Serum,NULL,2.51 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,65,2.51,0
CHR,44PF.,T,Serum,NULL,2.51 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,34,2.51,0
CHR,44PF.,T,Serum,NULL,2.53 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,58,2.53,0
CHR,44PF.,T,Serum,NULL,2.53 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,27,2.53,0
CHR,44PF.,T,Serum,NULL,2.55 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,48,2.55,9.83639951952737E-08
CHR,44PF.,T,Serum,NULL,2.56 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,64,2.56,0
CHR,44PF.,T,Serum,NULL,2.57 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,63,2.57,1.13294354274629E-07
CHR,44PF.,T,Serum,NULL,2.57 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,42,2.57,8.32593793594334E-08
CHR,44PF.,T,Serum,NULL,2.58 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,72,2.58,0
CHR,44PF.,T,Serum,NULL,2.58 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,39,2.58,6.69898375211974E-08
CHR,44PF.,T,Serum,NULL,2.59 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,55,2.59,0
CHR,44PF.,T,Serum,NULL,2.6 ( see SIGN Guidelin_e 40 )_,NULL,NULL,NULL,2401,2.60000000000008,0
CHR,44PF.,T,Serum,NULL,2.60 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,63,2.6,1.04890190378203E-07
CHR,44PF.,T,Serum,NULL,2.60 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,40,2.6,7.63550538087307E-08
CHR,44PF.,T,Serum,NULL,2.61 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,63,2.61,0
CHR,44PF.,T,Serum,NULL,2.62 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,76,2.62,0
CHR,44PF.,T,Serum,NULL,2.62 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,40,2.62,0
CHR,44PF.,T,Serum,NULL,2.64 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,45,2.64,8.03708866194775E-08
CHR,44PF.,T,Serum,NULL,2.65 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,62,2.65,0
CHR,44PF.,T,Serum,NULL,2.66 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,69,2.66,1.35611643551474E-07
CHR,44PF.,T,Serum,NULL,2.66 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,37,2.66,1.19209289550781E-07
CHR,44PF.,T,Serum,NULL,2.67 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,58,2.67,0
CHR,44PF.,T,Serum,NULL,2.67 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,51,2.67,0
CHR,44PF.,T,Serum,NULL,2.68 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,64,2.68,0
CHR,44PF.,T,Serum,NULL,2.7 ( see SIGN Guidelin_e 40 )_,NULL,NULL,NULL,2569,2.69999999999988,1.05723388548962E-06
CHR,44PF.,T,Serum,NULL,2.70 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,56,2.7,9.09292783017723E-08
CHR,44PF.,T,Serum,NULL,2.71 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,51,2.71,1.39020726557858E-07
CHR,44PF.,T,Serum,NULL,2.72 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,44,2.72,6.29747562164514E-08
CHR,44PF.,T,Serum,NULL,2.73 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,56,2.73,4.54646391508862E-08
CHR,44PF.,T,Serum,NULL,2.74 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,89,2.74,0
CHR,44PF.,T,Serum,NULL,2.75 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,60,2.75,0
CHR,44PF.,T,Serum,NULL,2.76 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,56,2.76,0
CHR,44PF.,T,Serum,NULL,2.77 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,68,2.77,0
CHR,44PF.,T,Serum,NULL,2.79 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,73,2.79,1.12391596029051E-07
CHR,44PF.,T,Serum,NULL,2.8 ( see SIGN Guidelin_e 40 )_,NULL,NULL,NULL,2741,2.80000000000012,0
CHR,44PF.,T,Serum,NULL,2.80 ( see SIGN Guideli_ne 40 )_,NULL,NULL,NULL,78,2.8,0
CHR,44PF.,T,Serum,NULL,2.80 (see SIGN Guidelin_e 40)_,NULL,NULL,NULL,57,2.8,0
